;cosmo_data;apollo_data
2020-06-09 09:00:00;16.39190000000002;
2020-06-09 10:00:00;17.45245;17.099544317866034
2020-06-09 11:00:00;18.59576000000004;17.766588888888922
2020-06-09 12:00:00;19.747160000000008;18.481105862739707
2020-06-09 13:00:00;18.814480000000003;19.14285000000004
2020-06-09 14:00:00;19.030700000000024;19.019247222222248
2020-06-09 15:00:00;19.478750000000048;18.913063888888768
2020-06-09 16:00:00;19.01272000000006;19.079138888888647
2020-06-09 17:00:00;17.277829999999994;19.152047222222013
2020-06-09 18:00:00;16.534050000000036;18.054547222222347
2020-06-09 19:00:00;15.32946000000004;17.154608333333336
2020-06-09 20:00:00;14.397730000000024;16.25308888888918
2020-06-09 21:00:00;13.812979999999982;15.250183333333359
2020-06-09 22:00:00;13.289940000000001;14.441608333333404
2020-06-09 23:00:00;12.916770000000042;14.02265833333328
2020-06-10 00:00:00;12.52203000000003;13.583188888889318
2020-06-10 01:00:00;12.1952;13.179488888888807
2020-06-10 02:00:00;11.937070000000062;12.879069444444662
2020-06-10 03:00:00;11.868160000000046;13.07435833333332
2020-06-10 04:00:00;12.035820000000058;13.423186111111574
2020-06-10 05:00:00;12.486660000000029;14.011997777160484
2020-06-10 06:00:00;12.941250000000025;14.904838888889206
2020-06-10 07:00:00;14.148900000000026;15.98197222222235
2020-06-10 08:00:00;15.329600000000028;17.30301111111106
2020-06-10 09:00:00;17.056600000000003;18.610469444444565
2020-06-10 10:00:00;18.232420000000047;19.255491666666828
2020-06-10 11:00:00;19.42727000000002;20.08426666666678
2020-06-10 12:00:00;20.684349999999995;21.02230833333316
2020-06-10 13:00:00;20.66503;21.40193888888875
2020-06-10 14:00:00;20.34710000000001;21.258122222222106
2020-06-10 15:00:00;20.956020000000024;20.85632499999963
2020-06-10 16:00:00;19.596100000000035;20.294547222222345
2020-06-10 17:00:00;18.359579999999994;19.411583333333468
2020-06-10 18:00:00;17.63820000000004;18.501455555556266
2020-06-10 19:00:00;16.251030000000014;17.995475000001047
2020-06-10 20:00:00;15.240139999999997;17.169516666667388
2020-06-10 21:00:00;14.923429999999996;16.699958333333974
2020-06-10 22:00:00;14.383600000000001;15.901325000001044
2020-06-10 23:00:00;14.079800000000034;15.925843289803655
2020-06-11 00:00:00;13.933920000000057;15.64120277777853
2020-06-11 01:00:00;13.741780000000006;15.306441666667382
2020-06-11 02:00:00;13.541530000000023;15.193611111111956
2020-06-11 03:00:00;13.405239999999992;14.929522222222905
2020-06-11 04:00:00;13.405480000000011;14.275252777778688
2020-06-11 05:00:00;13.445730000000026;14.358294444445296
2020-06-11 06:00:00;13.974199999999996;14.51582777777877
2020-06-11 07:00:00;13.918000000000006;14.60829166666793
2020-06-11 08:00:00;14.099240000000009;14.82453333333426
2020-06-11 09:00:00;15.448080000000004;14.865375000001087
2020-06-11 10:00:00;15.420950000000005;15.117933333334198
2020-06-11 11:00:00;14.703579999999988;15.4238333333341
2020-06-11 12:00:00;15.233900000000006;16.10932500000105
2020-06-11 13:00:00;15.32770000000005;16.312411111112212
2020-06-11 14:00:00;16.108670000000018;17.105150000000727
2020-06-11 15:00:00;15.287500000000023;17.47276111111209
2020-06-11 16:00:00;15.45455000000004;17.91743888889004
2020-06-11 17:00:00;16.204430000000002;18.048285634899685
2020-06-11 18:00:00;16.399800000000027;17.876502777778867
2020-06-11 19:00:00;15.932520000000068;17.19673333333395
2020-06-11 20:00:00;15.27600000000001;16.370969444445475
2020-06-11 21:00:00;14.963279999999997;15.595033333334046
2020-06-11 22:00:00;14.536220000000014;15.330694444445255
2020-06-11 23:00:00;14.51687000000004;15.269250000000653
2020-06-12 00:00:00;14.262139999999988;15.258416666667463
2020-06-12 01:00:00;14.06582000000003;14.875425000000725
2020-06-12 02:00:00;13.987970000000018;14.567852777778786
2020-06-12 03:00:00;14.163200000000018;14.509700000001333
2020-06-12 04:00:00;14.17953;14.56163888889017
2020-06-12 05:00:00;14.52096000000006;14.936216666667681
2020-06-12 06:00:00;15.12673000000001;15.949202777778671
2020-06-12 07:00:00;15.948970000000031;16.89291111111197
2020-06-12 08:00:00;16.78377999999998;17.233677777778677
2020-06-12 09:00:00;18.13900000000001;17.74913333333432
2020-06-12 10:00:00;19.951000000000022;18.50087802167344
2020-06-12 11:00:00;21.12393000000003;20.400866666667206
2020-06-12 12:00:00;22.087850000000003;21.258800000000544
2020-06-12 13:00:00;23.06990000000002;22.91998888888964
2020-06-12 14:00:00;23.927400000000034;23.08249166666746
2020-06-12 15:00:00;24.017539999999997;23.65280833333373
2020-06-12 16:00:00;23.75146000000001;23.81613118399136
2020-06-12 17:00:00;22.67306000000002;23.142616666667386
2020-06-12 18:00:00;20.245570000000043;20.97303611111178
2020-06-12 19:00:00;18.616750000000025;19.768197222223
2020-06-12 20:00:00;17.35354000000001;18.37741111111193
2020-06-12 21:00:00;17.620020000000068;17.068766666667404
2020-06-12 22:00:00;16.61650000000003;17.084716666667365
2020-06-12 23:00:00;16.13915000000003;17.073922222222883
2020-06-13 00:00:00;16.50317000000007;17.016327777778347
2020-06-13 01:00:00;16.537739999999985;16.839027777778327
2020-06-13 02:00:00;16.24187999999998;16.540194444445454
2020-06-13 03:00:00;16.12103000000002;15.807147222222984
2020-06-13 04:00:00;16.193100000000015;15.610780772437177
2020-06-13 05:00:00;16.257229999999993;15.667000000000836
2020-06-13 06:00:00;17.618100000000027;16.267263888889868
2020-06-13 07:00:00;18.340020000000038;16.76680277777847
2020-06-13 08:00:00;18.45046000000002;17.346766666667556
2020-06-13 09:00:00;18.332640000000026;18.900497222222988
2020-06-13 10:00:00;18.483400000000017;20.144661111111635
2020-06-13 11:00:00;18.945760000000007;19.07241944444533
2020-06-13 12:00:00;20.592460000000017;18.394330555556568
2020-06-13 13:00:00;21.58710000000002;20.000958333334037
2020-06-13 14:00:00;21.115999999999985;20.826191666667302
2020-06-13 15:00:00;19.28340000000003;21.329386111111813
2020-06-13 16:00:00;20.050320000000056;20.76306666666745
2020-06-13 17:00:00;19.259520000000066;20.063511111111914
2020-06-13 18:00:00;18.094449999999995;18.839341666667565
2020-06-13 19:00:00;17.442200000000014;19.30703333333416
2020-06-13 20:00:00;16.66512000000006;18.526655555556708
2020-06-13 21:00:00;16.892600000000016;17.880761322590832
2020-06-13 22:00:00;16.425320000000056;17.564286111112338
2020-06-13 23:00:00;16.485000000000014;16.72175555555633
